"","GO.ID","Term","Annotated","Significant","Expected","fisher"
"75","GO:0019475","L-lysine catabolic process to acetate",1,1,0.05,"0.04539"
"76","GO:0006527","arginine catabolic process",1,1,0.05,"0.04539"
"77","GO:0043571","maintenance of CRISPR repeat elements",1,1,0.05,"0.04539"
"78","GO:0019684","photosynthesis, light reaction",1,1,0.05,"0.04539"
"79","GO:0017000","antibiotic biosynthetic process",1,1,0.05,"0.04539"
"80","GO:0009411","response to UV",1,1,0.05,"0.04539"
"81","GO:0051609","inhibition of neurotransmitter uptake",1,1,0.05,"0.04539"
"82","GO:0019048","modulation by virus of host morphology o...",1,1,0.05,"0.04539"
"83","GO:0033539","fatty acid beta-oxidation using acyl-CoA...",1,1,0.05,"0.04539"
"84","GO:0043093","FtsZ-dependent cytokinesis",1,1,0.05,"0.04539"
"85","GO:0009291","unidirectional conjugation",1,1,0.05,"0.04539"
"86","GO:0042619","poly-hydroxybutyrate biosynthetic proces...",1,1,0.05,"0.04539"
"87","GO:0039694","viral RNA genome replication",1,1,0.05,"0.04539"
"88","GO:0034258","nicotinamide riboside transport",1,1,0.05,"0.04539"
"89","GO:0042262","DNA protection",1,1,0.05,"0.04539"
"90","GO:0035444","nickel cation transmembrane transport",1,1,0.05,"0.04539"
"91","GO:0046999","regulation of conjugation",1,1,0.05,"0.04539"
"92","GO:0051156","glucose 6-phosphate metabolic process",288,14,13.07,"0.04539"
"93","GO:0005976","polysaccharide metabolic process",151,5,6.85,"0.04540"
"94","GO:0070475","rRNA base methylation",142,3,6.44,"0.04541"
"95","GO:0000271","polysaccharide biosynthetic process",147,3,6.67,"0.04541"
"96","GO:0046903","secretion",1475,51,66.95,"0.04546"
"97","GO:0010468","regulation of gene expression",18190,642,825.59,"0.04628"
"98","GO:0005975","carbohydrate metabolic process",8105,405,367.86,"0.04643"
